,Generator,Fuel Type,mean,pct
920,PORTLANDS-G2,GAS,80.5,0.00016059405035950125
921,GRANDWF,WIND,80.4,0.00016039455464476895
922,ARMOW,WIND,80.4,0.00016039455464476895
923,STEWARTVLE,HYDRO,80.4,0.00016039455464476895
924,STEWARTVLE,HYDRO,80.3,0.00016019505893003665
925,APIROQUOIS,HYDRO,80.0,0.00015959657178583975
926,GARTSHORE,HYDRO,80.0,0.00015959657178583975
927,GARTSHORE,HYDRO,80.0,0.00015959657178583975
928,COMBER,WIND,80.0,0.00015959657178583975
929,GARTSHORE,HYDRO,80.0,0.00015959657178583975
930,APIROQUOIS,HYDRO,80.0,0.00015959657178583975
931,PORTLANDS-G2,GAS,79.8,0.00015919758035637515
932,GARTSHORE,HYDRO,79.8,0.00015919758035637515
933,CANYON,HYDRO,79.6,0.00015879858892691053
934,LOWERNOTCH,HYDRO,79.5,0.00015859909321217826
935,GARTSHORE,HYDRO,79.5,0.00015859909321217826
936,MTNCHUTE,HYDRO,79.4,0.00015839959749744596
937,CHENAUX,HYDRO,79.4,0.00015839959749744596
938,GARTSHORE,HYDRO,79.3,0.00015820010178271366
939,GARTSHORE,HYDRO,79.3,0.00015820010178271366
940,APIROQUOIS,HYDRO,79.0,0.00015760161463851676
941,SITHE GOREWAY-G11,GAS,78.7,0.00015700312749431986
942,GARTSHORE,HYDRO,78.7,0.00015700312749431986
943,COMBER,WIND,78.5,0.00015660413606485526
944,BARRETT,HYDRO,78.2,0.00015600564892065836
945,GRANDWF,WIND,78.1,0.00015580615320592603
946,GARTSHORE,HYDRO,77.9,0.00015540716177646146
947,APIROQUOIS,HYDRO,77.9,0.00015540716177646146
948,GARTSHORE,HYDRO,77.9,0.00015540716177646146
949,APIROQUOIS,HYDRO,77.9,0.00015540716177646146
950,UNDERWOOD,WIND,77.9,0.00015540716177646146
951,APIROQUOIS,HYDRO,77.8,0.00015520766606172916
952,ARMOW,WIND,77.6,0.00015480867463226453
953,GARTSHORE,HYDRO,77.6,0.00015480867463226453
954,CHENAUX,HYDRO,77.6,0.00015480867463226453
955,AMARANTH,WIND,77.3,0.00015421018748806766
956,STEWARTVLE,HYDRO,77.3,0.00015421018748806766
957,GARTSHORE,HYDRO,77.2,0.00015401069177333536
958,APIROQUOIS,HYDRO,77.0,0.00015361170034387076
959,ZURICH,WIND,77.0,0.00015361170034387076
960,APIROQUOIS,HYDRO,77.0,0.00015361170034387076
961,APIROQUOIS,HYDRO,76.9,0.00015341220462913846
962,APIROQUOIS,HYDRO,76.7,0.00015301321319967386
963,APIROQUOIS,HYDRO,76.6,0.00015281371748494154
964,COMBER,WIND,76.6,0.00015281371748494154
965,APIROQUOIS,HYDRO,76.4,0.00015241472605547697
966,GARTSHORE,HYDRO,76.3,0.00015221523034074467
967,KIPLING,HYDRO,76.3,0.00015221523034074467
968,CARIBOUFALLS,HYDRO,76.3,0.00015221523034074467
969,HARMON,HYDRO,76.2,0.00015201573462601237
970,APIROQUOIS,HYDRO,76.1,0.00015181623891128004
971,ERIEAU,WIND,76.1,0.00015181623891128004
972,GARTSHORE,HYDRO,76.1,0.00015181623891128004
973,ARNPRIOR,HYDRO,76.0,0.00015161674319654777
974,CHENAUX,HYDRO,75.9,0.00015141724748181547
975,UNDERWOOD,WIND,75.9,0.00015141724748181547
976,WEST LINCOLN NRWF,WIND,75.8,0.00015121775176708317
977,APIROQUOIS,HYDRO,75.5,0.00015061926462288627
978,CHATSFALLS,HYDRO,75.3,0.00015022027319342167
979,SITHE GOREWAY-G15,GAS,75.3,0.00015022027319342167
980,DILLON,WIND,75.2,0.00015002077747868937
981,APIROQUOIS,HYDRO,75.1,0.00014982128176395704
982,EAST LAKE,WIND,75.1,0.00014982128176395704
983,ARNPRIOR,HYDRO,75.0,0.00014962178604922477
984,APIROQUOIS,HYDRO,75.0,0.00014962178604922477
985,CHATSFALLS,HYDRO,75.0,0.00014962178604922477
986,ARNPRIOR,HYDRO,75.0,0.00014962178604922477
987,ARNPRIOR,HYDRO,75.0,0.00014962178604922477
988,ARNPRIOR,HYDRO,75.0,0.00014962178604922477
989,CHATSFALLS,HYDRO,74.9,0.00014942229033449247
990,CHATSFALLS,HYDRO,74.8,0.00014922279461976017
991,CARIBOUFALLS,HYDRO,74.5,0.00014862430747556327
992,SANDUSK-LT.AG_T1,WIND,74.5,0.00014862430747556327
993,SITHE GOREWAY-G12,GAS,74.4,0.00014842481176083097
994,KIPLING,HYDRO,74.4,0.00014842481176083097
995,UNDERWOOD,WIND,74.3,0.00014822531604609865
996,CHATSFALLS,HYDRO,74.2,0.00014802582033136637
997,STEWARTVLE,HYDRO,74.0,0.00014762682890190177
998,ARNPRIOR,HYDRO,74.0,0.00014762682890190177
999,CHATSFALLS,HYDRO,74.0,0.00014762682890190177
1000,CHATSFALLS,HYDRO,74.0,0.00014762682890190177
1001,PRINCEFARM,WIND,74.0,0.00014762682890190177
1002,CHATSFALLS,HYDRO,74.0,0.00014762682890190177
1003,CHATSFALLS,HYDRO,74.0,0.00014762682890190177
1004,CHATSFALLS,HYDRO,74.0,0.00014762682890190177
1005,ARNPRIOR,HYDRO,74.0,0.00014762682890190177
1006,PORTLANDS-G1,GAS,73.9,0.00014742733318716947
1007,CHATSFALLS,HYDRO,73.9,0.00014742733318716947
1008,APIROQUOIS,HYDRO,73.9,0.00014742733318716947
1009,APIROQUOIS,HYDRO,73.8,0.00014722783747243715
1010,HARMON 2,HYDRO,73.8,0.00014722783747243715
1011,CHATSFALLS,HYDRO,73.7,0.00014702834175770487
1012,PRINCEFARM,WIND,73.6,0.00014682884604297255
1013,SITHE GOREWAY-G11,GAS,73.3,0.00014623035889877565
1014,GRANDWF,WIND,73.3,0.00014623035889877565
1015,HARMON 2,HYDRO,73.1,0.00014583136746931105
1016,CHATSFALLS,HYDRO,73.0,0.00014563187175457878
1017,DECEWFALLS,HYDRO,73.0,0.00014563187175457878
1018,DECEWFALLS,HYDRO,73.0,0.00014563187175457878
1019,CHATSFALLS,HYDRO,73.0,0.00014563187175457878
1020,DECEWFALLS,HYDRO,73.0,0.00014563187175457878
1021,CHATSFALLS,HYDRO,73.0,0.00014563187175457878
1022,HARMON,HYDRO,73.0,0.00014563187175457878
1023,DECEWFALLS,HYDRO,73.0,0.00014563187175457878
1024,CHENAUX,HYDRO,72.9,0.00014543237603984648
1025,CHENAUX,HYDRO,72.9,0.00014543237603984648
1026,CHENAUX,HYDRO,72.9,0.00014543237603984648
1027,HARMON 2,HYDRO,72.8,0.00014523288032511415
1028,MTNCHUTE,HYDRO,72.8,0.00014523288032511415
1029,CHATSFALLS,HYDRO,72.7,0.00014503338461038188
1030,CHATSFALLS,HYDRO,72.6,0.00014483388889564955
1031,DECEWFALLS,HYDRO,72.5,0.00014463439318091728
1032,NAPANEE-G1,GAS,72.5,0.00014463439318091728
1033,AMARANTH,WIND,72.4,0.00014443489746618498
1034,EAST LAKE,WIND,72.4,0.00014443489746618498
1035,LOWERNOTCH,HYDRO,72.4,0.00014443489746618498
1036,HARMON 2,HYDRO,72.4,0.00014443489746618498
1037,CHATSFALLS,HYDRO,72.4,0.00014443489746618498
1038,DECEWFALLS,HYDRO,72.4,0.00014443489746618498
1039,DECEWFALLS,HYDRO,72.2,0.00014403590603672038
1040,ZURICH,WIND,72.2,0.00014403590603672038
1041,CHENAUX,HYDRO,72.2,0.00014403590603672038
1042,SUMMERHAVEN,WIND,72.2,0.00014403590603672038
1043,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1044,CHATSFALLS,HYDRO,72.0,0.00014363691460725578
1045,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1046,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1047,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1048,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1049,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1050,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1051,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1052,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1053,CHATSFALLS,HYDRO,72.0,0.00014363691460725578
1054,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1055,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1056,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1057,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1058,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1059,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1060,DECEWFALLS,HYDRO,72.0,0.00014363691460725578
1061,DECEWFALLS,HYDRO,71.9,0.00014343741889252348
1062,DECEWFALLS,HYDRO,71.9,0.00014343741889252348
1063,DECEWFALLS,HYDRO,71.8,0.00014323792317779115
1064,DECEWFALLS,HYDRO,71.8,0.00014323792317779115
1065,DECEWFALLS,HYDRO,71.8,0.00014323792317779115
1066,DECEWFALLS,HYDRO,71.8,0.00014323792317779115
1067,DECEWFALLS,HYDRO,71.7,0.00014303842746305888
1068,KIPLING 2,HYDRO,71.6,0.00014283893174832655
1069,STEWARTVLE,HYDRO,71.5,0.00014263943603359428
1070,MTNCHUTE,HYDRO,71.5,0.00014263943603359428
1071,ATIKOKAN-G1,BIOFUEL,71.3,0.00014224044460412966
1072,NAPANEE-G1,GAS,71.3,0.00014224044460412966
1073,ARNPRIOR,HYDRO,71.2,0.00014204094888939738
1074,CHENAUX,HYDRO,71.2,0.00014204094888939738
1075,CHATSFALLS,HYDRO,71.1,0.00014184145317466506
1076,CHATSFALLS,HYDRO,71.1,0.00014184145317466506
1077,APIROQUOIS,HYDRO,71.1,0.00014184145317466506
1078,APIROQUOIS,HYDRO,71.0,0.00014164195745993278
1079,PORTLANDS-G3,GAS,71.0,0.00014164195745993278
1080,CHATSFALLS,HYDRO,71.0,0.00014164195745993278
1081,MTNCHUTE,HYDRO,70.9,0.00014144246174520048
1082,ARNPRIOR,HYDRO,70.7,0.00014104347031573589
1083,PICKERINGB-G7,NUCLEAR,70.7,0.00014104347031573589
1084,CANYON,HYDRO,70.7,0.00014104347031573589
1085,APIROQUOIS,HYDRO,70.6,0.00014084397460100356
1086,PORTALMA-T1,WIND,70.5,0.00014064447888627129
1087,CARIBOUFALLS,HYDRO,70.5,0.00014064447888627129
1088,CARIBOUFALLS,HYDRO,70.4,0.00014044498317153899
1089,CARIBOUFALLS,HYDRO,70.4,0.00014044498317153899
1090,ARNPRIOR,HYDRO,70.4,0.00014044498317153899
1091,HARMON 2,HYDRO,70.4,0.00014044498317153899
1092,ARNPRIOR,HYDRO,70.4,0.00014044498317153899
1093,CHENAUX,HYDRO,70.3,0.00014024548745680666
1094,CHATSFALLS,HYDRO,70.2,0.0001400459917420744
1095,SHANNON,WIND,70.2,0.0001400459917420744
1096,CHATSFALLS,HYDRO,70.1,0.00013984649602734206
1097,CHENAUX,HYDRO,70.0,0.0001396470003126098
1098,CHATSFALLS,HYDRO,70.0,0.0001396470003126098
1099,CAMERONFALLS,HYDRO,69.9,0.0001394475045978775
1100,ARNPRIOR,HYDRO,69.9,0.0001394475045978775
1101,ERIEAU,WIND,69.9,0.0001394475045978775
1102,ARMOW,WIND,69.8,0.00013924800888314516
1103,CARIBOUFALLS,HYDRO,69.8,0.00013924800888314516
1104,OTTERRAPIDS,HYDRO,69.8,0.00013924800888314516
1105,CHENAUX,HYDRO,69.8,0.00013924800888314516
1106,PRINCEFARM,WIND,69.7,0.0001390485131684129
1107,STEWARTVLE,HYDRO,69.7,0.0001390485131684129
1108,CAMERONFALLS,HYDRO,69.7,0.0001390485131684129
1109,CAMERONFALLS,HYDRO,69.7,0.0001390485131684129
1110,OTTERRAPIDS,HYDRO,69.6,0.00013884901745368056
1111,STEWARTVLE,HYDRO,69.6,0.00013884901745368056
1112,CHATSFALLS,HYDRO,69.5,0.0001386495217389483
1113,AUBREYFALLS,HYDRO,69.4,0.000138450026024216
1114,CAMERONFALLS,HYDRO,69.4,0.000138450026024216
1115,CAMERONFALLS,HYDRO,69.3,0.00013825053030948366
1116,CAMERONFALLS,HYDRO,69.3,0.00013825053030948366
1117,CHATSFALLS,HYDRO,69.2,0.0001380510345947514
1118,CAMERONFALLS,HYDRO,69.2,0.0001380510345947514
1119,HARMON,HYDRO,69.2,0.0001380510345947514
1120,PORTALMA-T3,WIND,69.2,0.0001380510345947514
1121,CAMERONFALLS,HYDRO,69.2,0.0001380510345947514
1122,CAMERONFALLS,HYDRO,69.2,0.0001380510345947514
1123,CAMERONFALLS,HYDRO,69.1,0.00013785153888001906
1124,MTNCHUTE,HYDRO,69.0,0.0001376520431652868
1125,CHATSFALLS,HYDRO,69.0,0.0001376520431652868
1126,STEWARTVLE,HYDRO,69.0,0.0001376520431652868
1127,CAMERONFALLS,HYDRO,69.0,0.0001376520431652868
1128,SITHE GOREWAY-G11,GAS,68.8,0.00013725305173582216
1129,EAST LAKE,WIND,68.8,0.00013725305173582216
1130,APIROQUOIS,HYDRO,68.8,0.00013725305173582216
1131,DECEWFALLS,HYDRO,68.8,0.00013725305173582216
1132,CAMERONFALLS,HYDRO,68.8,0.00013725305173582216
1133,CAMERONFALLS,HYDRO,68.6,0.00013685406030635757
1134,HARMON,HYDRO,68.6,0.00013685406030635757
1135,KIPLING 2,HYDRO,68.6,0.00013685406030635757
1136,CAMERONFALLS,HYDRO,68.6,0.00013685406030635757
1137,UNDERWOOD,WIND,68.5,0.0001366545645916253
1138,CAMERONFALLS,HYDRO,68.5,0.0001366545645916253
1139,EAST LAKE,WIND,68.5,0.0001366545645916253
1140,KIPLING,HYDRO,68.5,0.0001366545645916253
1141,CAMERONFALLS,HYDRO,68.5,0.0001366545645916253
1142,CEDAR POINT 2,WIND,68.4,0.000136455068876893
1143,CAMERONFALLS,HYDRO,68.4,0.000136455068876893
1144,SMOKY 2,HYDRO,68.4,0.000136455068876893
1145,CHENAUX,HYDRO,68.3,0.00013625557316216067
1146,OTTERRAPIDS,HYDRO,68.3,0.00013625557316216067
1147,CHATSFALLS,HYDRO,68.3,0.00013625557316216067
1148,ERIEAU,WIND,68.2,0.0001360560774474284
1149,ATIKOKAN-G1,BIOFUEL,68.1,0.00013585658173269607
1150,CAMERONFALLS,HYDRO,68.1,0.00013585658173269607
1151,STCLAIRCGS,GAS,68.0,0.0001356570860179638
1152,CAMERONFALLS,HYDRO,67.9,0.0001354575903032315
1153,CAMERONFALLS,HYDRO,67.8,0.00013525809458849917
1154,CHATSFALLS,HYDRO,67.8,0.00013525809458849917
1155,HARMON 2,HYDRO,67.8,0.00013525809458849917
1156,HALTONHILLS-LT.G3,GAS,67.8,0.00013525809458849917
1157,APIROQUOIS,HYDRO,67.6,0.00013485910315903457
1158,SMOKY 2,HYDRO,67.6,0.00013485910315903457
1159,PRINCEFARM,WIND,67.4,0.00013446011172957
1160,AMARANTH,WIND,67.4,0.00013446011172957
1161,PORTLANDS-G3,GAS,67.2,0.0001340611203001054
1162,CARIBOUFALLS,HYDRO,67.2,0.0001340611203001054
1163,LITTLELONG 2,HYDRO,67.1,0.00013386162458537307
1164,CHENAUX,HYDRO,67.1,0.00013386162458537307
1165,APIROQUOIS,HYDRO,67.0,0.0001336621288706408
1166,APIROQUOIS,HYDRO,67.0,0.0001336621288706408
1167,SITHE GOREWAY-G13,GAS,67.0,0.0001336621288706408
1168,UNDERWOOD,WIND,66.9,0.0001334626331559085
1169,OTTERRAPIDS,HYDRO,66.9,0.0001334626331559085
1170,APIROQUOIS,HYDRO,66.9,0.0001334626331559085
1171,SITHE GOREWAY-G11,GAS,66.8,0.00013326313744117617
1172,ARNPRIOR,HYDRO,66.8,0.00013326313744117617
1173,AUBREYFALLS,HYDRO,66.7,0.0001330636417264439
1174,ERIEAU,WIND,66.6,0.00013286414601171157
1175,SANDUSK-LT.AG_T1,WIND,66.6,0.00013286414601171157
1176,HARMON,HYDRO,66.6,0.00013286414601171157
1177,LITTLELONG 2,HYDRO,66.6,0.00013286414601171157
1178,CARIBOUFALLS,HYDRO,66.5,0.0001326646502969793
1179,CARIBOUFALLS,HYDRO,66.4,0.000132465154582247
1180,AUBREYFALLS,HYDRO,66.3,0.00013226565886751467
1181,SITHE GOREWAY-G13,GAS,66.3,0.00013226565886751467
1182,SHANNON,WIND,66.2,0.0001320661631527824
1183,SITHE GOREWAY-G11,GAS,66.2,0.0001320661631527824
1184,MTNCHUTE,HYDRO,66.2,0.0001320661631527824
1185,HALTONHILLS-LT.G2,GAS,66.1,0.00013186666743805007
1186,AUBREYFALLS,HYDRO,66.0,0.0001316671717233178
1187,CHENAUX,HYDRO,66.0,0.0001316671717233178
1188,HALTONHILLS-LT.G1,GAS,66.0,0.0001316671717233178
1189,CHENAUX,HYDRO,66.0,0.0001316671717233178
1190,STEWARTVLE,HYDRO,65.9,0.0001314676760085855
1191,AUBREYFALLS,HYDRO,65.9,0.0001314676760085855
1192,ARNPRIOR,HYDRO,65.8,0.00013126818029385317
1193,WEST LINCOLN NRWF,WIND,65.7,0.0001310686845791209
1194,LITTLELONG 2,HYDRO,65.7,0.0001310686845791209
1195,LITTLELONG 2,HYDRO,65.7,0.0001310686845791209
1196,JERICHO,WIND,65.7,0.0001310686845791209
1197,PINEPORTAGE,HYDRO,65.5,0.0001306696931496563
1198,LITTLELONG 2,HYDRO,65.5,0.0001306696931496563
1199,CEDAR POINT 2,WIND,65.5,0.0001306696931496563
1200,AUBREYFALLS,HYDRO,65.5,0.0001306696931496563
1201,AUBREYFALLS,HYDRO,65.4,0.000130470197434924
1202,CHENAUX,HYDRO,65.2,0.0001300712060054594
1203,BARRETT,HYDRO,65.2,0.0001300712060054594
1204,HARMON 2,HYDRO,65.1,0.00012987171029072708
1205,KIPLING 2,HYDRO,65.1,0.00012987171029072708
1206,AUBREYFALLS,HYDRO,65.1,0.00012987171029072708
1207,LITTLELONG 2,HYDRO,65.0,0.0001296722145759948
1208,CHENAUX,HYDRO,65.0,0.0001296722145759948
1209,CHENAUX,HYDRO,64.9,0.0001294727188612625
1210,CHENAUX,HYDRO,64.9,0.0001294727188612625
1211,CHENAUX,HYDRO,64.9,0.0001294727188612625
1212,SITHE GOREWAY-G11,GAS,64.9,0.0001294727188612625
1213,AUBREYFALLS,HYDRO,64.8,0.00012927322314653018
1214,SITHE GOREWAY-G13,GAS,64.7,0.0001290737274317979
1215,PORTALMA-T3,WIND,64.5,0.0001286747360023333
1216,EAST LAKE,WIND,64.4,0.000128475240287601
1217,CHENAUX,HYDRO,64.3,0.00012827574457286868
1218,AUBREYFALLS,HYDRO,64.3,0.00012827574457286868
1219,AUBREYFALLS,HYDRO,64.2,0.0001280762488581364
1220,EAST LAKE,WIND,64.2,0.0001280762488581364
1221,LITTLELONG 2,HYDRO,64.1,0.00012787675314340408
1222,AUBREYFALLS,HYDRO,64.0,0.0001276772574286718
1223,CHENAUX,HYDRO,64.0,0.0001276772574286718
1224,ZURICH,WIND,64.0,0.0001276772574286718
1225,CHENAUX,HYDRO,64.0,0.0001276772574286718
1226,CEDAR POINT 2,WIND,63.9,0.0001274777617139395
1227,AUBREYFALLS,HYDRO,63.8,0.00012727826599920718
1228,AUBREYFALLS,HYDRO,63.8,0.00012727826599920718
1229,OTTERRAPIDS,HYDRO,63.8,0.00012727826599920718
1230,CARIBOUFALLS,HYDRO,63.5,0.0001266797788550103
1231,DILLON,WIND,63.5,0.0001266797788550103
1232,SITHE GOREWAY-G13,GAS,63.4,0.00012648028314027798
1233,NPKIRKLAND-G1-G5,GAS,63.4,0.00012648028314027798
1234,CHENAUX,HYDRO,63.2,0.0001260812917108134
1235,AUBREYFALLS,HYDRO,63.1,0.0001258817959960811
1236,WHITEDOG,HYDRO,63.0,0.0001256823002813488
1237,WHITEDOG,HYDRO,63.0,0.0001256823002813488
1238,ATIKOKAN-G1,BIOFUEL,62.9,0.00012548280456661648
1239,PORTALMA-T1,WIND,62.9,0.00012548280456661648
1240,CARIBOUFALLS,HYDRO,62.8,0.00012528330885188419
1241,SITHE GOREWAY-G11,GAS,62.8,0.00012528330885188419
1242,WHITEDOG,HYDRO,62.7,0.0001250838131371519
1243,CHENAUX,HYDRO,62.7,0.0001250838131371519
1244,KIPLING,HYDRO,62.6,0.0001248843174224196
1245,CANYON,HYDRO,62.5,0.0001246848217076873
1246,KIPLING,HYDRO,62.4,0.00012448532599295499
1247,SITHE GOREWAY-G11,GAS,62.4,0.00012448532599295499
1248,ARNPRIOR,HYDRO,62.3,0.0001242858302782227
1249,ARNPRIOR,HYDRO,62.2,0.00012408633456349041
1250,KIPLING,HYDRO,62.1,0.00012388683884875811
1251,CHENAUX,HYDRO,62.1,0.00012388683884875811
1252,GREENFIELD SOUTH-G2,GAS,62.0,0.00012368734313402581
1253,ZURICH,WIND,61.9,0.0001234878474192935
1254,LITTLELONG,HYDRO,61.9,0.0001234878474192935
1255,ZURICH,WIND,61.9,0.0001234878474192935
1256,CHENAUX,HYDRO,61.9,0.0001234878474192935
1257,SANDUSK-LT.AG_T1,WIND,61.8,0.0001232883517045612
1258,CHENAUX,HYDRO,61.8,0.0001232883517045612
1259,LITTLELONG 2,HYDRO,61.8,0.0001232883517045612
1260,SANDUSK-LT.AG_T1,WIND,61.7,0.00012308885598982892
1261,SUMMERHAVEN,WIND,61.7,0.00012308885598982892
1262,CHENAUX,HYDRO,61.6,0.00012288936027509662
1263,PORTALMA-T1,WIND,61.5,0.00012268986456036432
1264,WEST LINCOLN NRWF,WIND,61.5,0.00012268986456036432
1265,LITTLELONG 2,HYDRO,61.4,0.000122490368845632
1266,SITHE GOREWAY-G12,GAS,61.2,0.00012209137741616742
1267,SANDUSK-LT.AG_T1,WIND,61.2,0.00012209137741616742
1268,WOLFE ISLAND,WIND,61.0,0.0001216923859867028
1269,WHITEDOG,HYDRO,61.0,0.0001216923859867028
1270,CHENAUX,HYDRO,60.9,0.0001214928902719705
1271,SITHE GOREWAY-G13,GAS,60.9,0.0001214928902719705
1272,PINEPORTAGE,HYDRO,60.9,0.0001214928902719705
1273,CEDAR POINT 2,WIND,60.7,0.00012109389884250592
1274,COMBER,WIND,60.6,0.0001208944031277736
1275,LITTLELONG 2,HYDRO,60.5,0.0001206949074130413
1276,LITTLELONG 2,HYDRO,60.5,0.0001206949074130413
1277,KIPLING,HYDRO,60.3,0.00012029591598357671
1278,CHENAUX,HYDRO,60.3,0.00012029591598357671
1279,ERIEAU,WIND,60.3,0.00012029591598357671
1280,AMARANTH,WIND,60.2,0.00012009642026884442
1281,WHITEDOG,HYDRO,60.1,0.00011989692455411211
1282,WHITEDOG,HYDRO,60.0,0.00011969742883937981
1283,WHITEDOG,HYDRO,60.0,0.00011969742883937981
1284,WHITEDOG,HYDRO,60.0,0.00011969742883937981
1285,SITHE GOREWAY-G11,GAS,59.9,0.00011949793312464751
1286,SITHE GOREWAY-G11,GAS,59.8,0.00011929843740991521
1287,HARMON,HYDRO,59.8,0.00011929843740991521
1288,SUMMERHAVEN,WIND,59.7,0.00011909894169518292
1289,JERICHO,WIND,59.7,0.00011909894169518292
1290,WHITEDOG,HYDRO,59.7,0.00011909894169518292
1291,SITHE GOREWAY-G12,GAS,59.5,0.00011869995026571831
1292,SITHE GOREWAY-G11,GAS,59.5,0.00011869995026571831
1293,BELLE RIVER,WIND,59.5,0.00011869995026571831
1294,HARMON 2,HYDRO,59.5,0.00011869995026571831
1295,COMBER,WIND,59.4,0.00011850045455098601
1296,CARIBOUFALLS,HYDRO,59.3,0.00011830095883625371
1297,SITHE GOREWAY-G11,GAS,59.2,0.00011810146312152142
1298,LOWERNOTCH,HYDRO,59.1,0.00011790196740678911
1299,SITHE GOREWAY-G11,GAS,59.0,0.00011770247169205681
1300,PRINCEFARM,WIND,59.0,0.00011770247169205681
1301,WHITEDOG,HYDRO,59.0,0.00011770247169205681
1302,WHITEDOG,HYDRO,59.0,0.00011770247169205681
1303,WHITEDOG,HYDRO,59.0,0.00011770247169205681
1304,HARMON 2,HYDRO,58.9,0.00011750297597732451
1305,BARRETT,HYDRO,58.8,0.00011730348026259221
1306,SITHE GOREWAY-G11,GAS,58.8,0.00011730348026259221
1307,SITHE GOREWAY-G11,GAS,58.6,0.00011690448883312761
1308,CANYON,HYDRO,58.6,0.00011690448883312761
1309,CARIBOUFALLS,HYDRO,58.6,0.00011690448883312761
1310,K2WIND,WIND,58.6,0.00011690448883312761
1311,BARRETT,HYDRO,58.4,0.00011650549740366301
1312,SITHE GOREWAY-G13,GAS,58.3,0.00011630600168893071
1313,MACKAYGS,HYDRO,58.3,0.00011630600168893071
1314,NAPANEE-G1,GAS,58.3,0.00011630600168893071
1315,SITHE GOREWAY-G12,GAS,58.2,0.00011610650597419843
1316,PORTALMA-T1,WIND,58.1,0.00011590701025946611
1317,MACKAYGS,HYDRO,58.1,0.00011590701025946611
1318,MACKAYGS,HYDRO,58.1,0.00011590701025946611
1319,CANYON,HYDRO,58.1,0.00011590701025946611
1320,SANDUSK-LT.AG_T1,WIND,58.0,0.00011570751454473382
1321,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1322,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1323,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1324,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1325,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1326,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1327,AUBREYFALLS,HYDRO,58.0,0.00011570751454473382
1328,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1329,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1330,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1331,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1332,MACKAYGS,HYDRO,58.0,0.00011570751454473382
1333,MACKAYGS,HYDRO,57.9,0.00011550801883000152
1334,BARRETT,HYDRO,57.8,0.00011530852311526922
1335,BRUCEB-G6,NUCLEAR,57.8,0.00011530852311526922
1336,BORNISH,WIND,57.8,0.00011530852311526922
1337,AMARANTH,WIND,57.8,0.00011530852311526922
1338,NAPANEE-G1,GAS,57.8,0.00011530852311526922
1339,PORTLANDS-G3,GAS,57.8,0.00011530852311526922
1340,SITHE GOREWAY-G11,GAS,57.7,0.00011510902740053693
1341,OTTERRAPIDS,HYDRO,57.7,0.00011510902740053693
1342,SITHE GOREWAY-G11,GAS,57.7,0.00011510902740053693
1343,WHITEDOG,HYDRO,57.7,0.00011510902740053693
1344,CARIBOUFALLS,HYDRO,57.7,0.00011510902740053693
1345,GRANDWF,WIND,57.5,0.00011471003597107232
1346,MACKAYGS,HYDRO,57.5,0.00011471003597107232
1347,WHITEDOG,HYDRO,57.3,0.00011431104454160772
1348,PORTALMA-T3,WIND,57.3,0.00011431104454160772
1349,MACKAYGS,HYDRO,57.2,0.00011411154882687543
1350,SMOKY 2,HYDRO,57.2,0.00011411154882687543
1351,WHITEDOG,HYDRO,57.1,0.00011391205311214312
1352,MACKAYGS,HYDRO,57.1,0.00011391205311214312
1353,AUBREYFALLS,HYDRO,57.1,0.00011391205311214312
1354,SHANNON,WIND,57.1,0.00011391205311214312
1355,SITHE GOREWAY-G12,GAS,57.1,0.00011391205311214312
1356,PORTALMA-T1,WIND,57.0,0.00011371255739741082
1357,CARIBOUFALLS,HYDRO,57.0,0.00011371255739741082
1358,KIPLING,HYDRO,57.0,0.00011371255739741082
1359,CARIBOUFALLS,HYDRO,57.0,0.00011371255739741082
1360,SITHE GOREWAY-G13,GAS,56.9,0.00011351306168267852
1361,WEST LINCOLN NRWF,WIND,56.9,0.00011351306168267852
1362,CARIBOUFALLS,HYDRO,56.9,0.00011351306168267852
1363,SITHE GOREWAY-G13,GAS,56.8,0.00011331356596794622
