,Generator,Fuel Type,mean,pct
0,BECK2,HYDRO,1279.3,0.00255214867857031
1,BECK2,HYDRO,1267.2,0.0025280096970877017
2,BECK2,HYDRO,1264.1,0.002521825329931
3,BECK2,HYDRO,1249.4,0.0024924994598653524
4,BECK2,HYDRO,1248.9,0.002491501981291691
5,BECK2,HYDRO,1246.2,0.002486115596993919
6,BECK2,HYDRO,1244.3,0.002482325178414005
7,BECK2,HYDRO,1239.6,0.0024729488798215867
8,BECK2,HYDRO,1229.4,0.0024526003169188927
9,BECK2,HYDRO,1223.5,0.0024408300697496867
10,BECK2,HYDRO,1221.7,0.0024372391468845053
11,BECK2,HYDRO,1220.2,0.002434246711163521
12,BECK2,HYDRO,1205.2,0.002404322353953676
13,BECK2,HYDRO,1200.9,0.002395744038220187
14,BECK2,HYDRO,1196.9,0.0023877642096308952
15,BECK2,HYDRO,1195.7,0.0023853702610541075
16,BECK2,HYDRO,1195.0,0.0023839737910509814
17,BECK2,HYDRO,1181.4,0.0023568423738473884
18,BECK2,HYDRO,1152.8,0.0022997865994339507
19,BECK2,HYDRO,1148.5,0.002291208283700462
20,BECK2,HYDRO,1105.0,0.0022044276477919114
21,BECK2,HYDRO,1104.8,0.002204028656362447
22,BECK2,HYDRO,1083.2,0.0021609375819802703
23,BECK2,HYDRO,1044.9,0.0020845307232377997
24,BECK2,HYDRO,1040.9,0.0020765508946485075
25,BECK2,HYDRO,1026.7,0.002048222503156521
26,BECK2,HYDRO,1021.6,0.0020380482217051735
27,BECK2,HYDRO,986.6,0.0019682247215488686
28,SAUNDERS,HYDRO,954.6,0.001904386092834533
29,SAUNDERS,HYDRO,925.8,0.0018469313269916304
30,BECK2,HYDRO,917.9,0.0018311711655277787
31,SAUNDERS,HYDRO,904.5,0.0018044387397536507
32,SAUNDERS,HYDRO,902.2,0.0017998503383148078
33,SAUNDERS,HYDRO,900.8,0.0017970573983085555
34,SAUNDERS,HYDRO,900.1,0.0017956609283054294
35,SAUNDERS,HYDRO,896.3,0.001788080091145602
36,SAUNDERS,HYDRO,896.2,0.00178788059543087
37,DARLINGTON-G4,NUCLEAR,893.2,0.0017818957239889009
38,DARLINGTON-G4,NUCLEAR,892.4,0.0017802997582710423
39,DARLINGTON-G4,NUCLEAR,892.1,0.0017797012711268454
40,DARLINGTON-G4,NUCLEAR,891.9,0.0017793022796973809
41,DARLINGTON-G4,NUCLEAR,891.6,0.001778703792553184
42,DARLINGTON-G4,NUCLEAR,891.1,0.0017777063139795225
43,DARLINGTON-G4,NUCLEAR,891.0,0.0017775068182647902
44,DARLINGTON-G4,NUCLEAR,890.8,0.0017771078268353255
45,DARLINGTON-G4,NUCLEAR,890.6,0.0017767088354058611
46,DARLINGTON-G4,NUCLEAR,890.6,0.0017767088354058611
47,DARLINGTON-G4,NUCLEAR,890.3,0.001776110348261664
48,DARLINGTON-G4,NUCLEAR,890.1,0.0017757113568321996
49,DARLINGTON-G4,NUCLEAR,889.9,0.0017753123654027348
50,DARLINGTON-G4,NUCLEAR,889.6,0.001774713878258538
51,DARLINGTON-G4,NUCLEAR,889.3,0.001774115391114341
52,DARLINGTON-G4,NUCLEAR,889.1,0.0017737163996848766
53,DARLINGTON-G4,NUCLEAR,889.1,0.0017737163996848766
54,SAUNDERS,HYDRO,889.0,0.0017735169039701441
55,DARLINGTON-G4,NUCLEAR,889.0,0.0017735169039701441
56,DARLINGTON-G4,NUCLEAR,889.0,0.0017735169039701441
57,DARLINGTON-G4,NUCLEAR,889.0,0.0017735169039701441
58,DARLINGTON-G4,NUCLEAR,888.9,0.0017733174082554118
59,DARLINGTON-G4,NUCLEAR,888.8,0.0017731179125406796
60,DARLINGTON-G4,NUCLEAR,888.7,0.0017729184168259473
61,DARLINGTON-G4,NUCLEAR,888.7,0.0017729184168259473
62,DARLINGTON-G4,NUCLEAR,888.0,0.0017715219468228212
63,DARLINGTON-G4,NUCLEAR,887.9,0.001771322451108089
64,DARLINGTON-G4,NUCLEAR,887.4,0.0017703249725344273
65,DARLINGTON-G4,NUCLEAR,887.3,0.001770125476819695
66,DARLINGTON-G4,NUCLEAR,886.8,0.0017691279982460335
67,DARLINGTON-G4,NUCLEAR,886.7,0.0017689285025313014
68,SAUNDERS,HYDRO,886.5,0.0017685295111018367
69,DARLINGTON-G3,NUCLEAR,886.3,0.0017681305196723721
70,DARLINGTON-G4,NUCLEAR,885.4,0.0017663350582397814
71,SAUNDERS,HYDRO,883.3,0.001762145648230403
72,DARLINGTON-G1,NUCLEAR,882.7,0.0017609486739420094
73,DARLINGTON-G3,NUCLEAR,882.4,0.0017603501867978124
74,DARLINGTON-G1,NUCLEAR,882.2,0.0017599511953683479
75,DARLINGTON-G1,NUCLEAR,881.9,0.0017593527082241508
76,DARLINGTON-G1,NUCLEAR,881.2,0.001757956238221025
77,DARLINGTON-G1,NUCLEAR,880.9,0.0017573577510768279
78,DARLINGTON-G1,NUCLEAR,880.8,0.0017571582553620956
79,DARLINGTON-G3,NUCLEAR,880.7,0.0017569587596473633
80,DARLINGTON-G1,NUCLEAR,880.6,0.001756759263932631
81,DARLINGTON-G1,NUCLEAR,880.5,0.0017565597682178988
82,DARLINGTON-G3,NUCLEAR,880.5,0.0017565597682178988
83,DARLINGTON-G1,NUCLEAR,880.4,0.0017563602725031663
84,DARLINGTON-G1,NUCLEAR,880.4,0.0017563602725031663
85,DARLINGTON-G1,NUCLEAR,880.2,0.001755961281073702
86,DARLINGTON-G3,NUCLEAR,880.2,0.001755961281073702
87,DARLINGTON-G1,NUCLEAR,880.2,0.001755961281073702
88,DARLINGTON-G3,NUCLEAR,880.1,0.0017557617853589695
89,DARLINGTON-G1,NUCLEAR,880.0,0.0017555622896442372
90,DARLINGTON-G1,NUCLEAR,880.0,0.0017555622896442372
91,DARLINGTON-G1,NUCLEAR,879.9,0.001755362793929505
92,DARLINGTON-G1,NUCLEAR,879.9,0.001755362793929505
93,DARLINGTON-G1,NUCLEAR,879.9,0.001755362793929505
94,DARLINGTON-G1,NUCLEAR,879.8,0.0017551632982147724
95,DARLINGTON-G3,NUCLEAR,879.8,0.0017551632982147724
96,DARLINGTON-G1,NUCLEAR,879.7,0.0017549638025000404
97,DARLINGTON-G1,NUCLEAR,879.7,0.0017549638025000404
98,DARLINGTON-G1,NUCLEAR,879.6,0.0017547643067853081
99,DARLINGTON-G1,NUCLEAR,879.4,0.0017543653153558434
100,DARLINGTON-G3,NUCLEAR,879.3,0.001754165819641111
101,DARLINGTON-G1,NUCLEAR,879.3,0.001754165819641111
102,DARLINGTON-G1,NUCLEAR,879.2,0.0017539663239263788
103,DARLINGTON-G3,NUCLEAR,879.2,0.0017539663239263788
104,DARLINGTON-G3,NUCLEAR,878.9,0.0017533678367821818
105,DARLINGTON-G3,NUCLEAR,878.7,0.0017529688453527174
106,DARLINGTON-G3,NUCLEAR,878.7,0.0017529688453527174
107,DARLINGTON-G1,NUCLEAR,878.6,0.0017527693496379852
108,DARLINGTON-G3,NUCLEAR,878.5,0.0017525698539232527
109,DARLINGTON-G3,NUCLEAR,878.4,0.0017523703582085204
110,DARLINGTON-G1,NUCLEAR,878.3,0.0017521708624937881
111,DARLINGTON-G3,NUCLEAR,878.2,0.0017519713667790559
112,DARLINGTON-G3,NUCLEAR,877.8,0.0017511733839201266
113,DARLINGTON-G3,NUCLEAR,877.8,0.0017511733839201266
114,DARLINGTON-G3,NUCLEAR,877.6,0.001750774392490662
115,DARLINGTON-G3,NUCLEAR,877.5,0.0017505748967759297
116,DARLINGTON-G3,NUCLEAR,877.5,0.0017505748967759297
117,DARLINGTON-G3,NUCLEAR,877.5,0.0017505748967759297
118,DARLINGTON-G3,NUCLEAR,877.4,0.0017503754010611975
119,DARLINGTON-G1,NUCLEAR,877.3,0.001750175905346465
120,DARLINGTON-G3,NUCLEAR,877.3,0.001750175905346465
121,DARLINGTON-G3,NUCLEAR,877.2,0.001749976409631733
122,DARLINGTON-G3,NUCLEAR,877.1,0.0017497769139170007
123,DARLINGTON-G1,NUCLEAR,876.4,0.0017483804439138743
124,DARLINGTON-G1,NUCLEAR,876.4,0.0017483804439138743
125,DARLINGTON-G1,NUCLEAR,876.3,0.001748180948199142
126,DARLINGTON-G3,NUCLEAR,875.7,0.0017469839739107484
127,DARLINGTON-G3,NUCLEAR,875.6,0.0017467844781960161
128,DARLINGTON-G1,NUCLEAR,875.0,0.0017455875039076223
129,DARLINGTON-G3,NUCLEAR,873.6,0.00174279456390137
130,DARLINGTON-G3,NUCLEAR,873.1,0.0017417970853277087
131,DARLINGTON-G3,NUCLEAR,872.5,0.0017406001110393148
132,DARLINGTON-G3,NUCLEAR,871.9,0.001739403136750921
133,SAUNDERS,HYDRO,838.7,0.0016731705594597976
134,SAUNDERS,HYDRO,837.0,0.0016697791323093483
135,SAUNDERS,HYDRO,836.0,0.0016677841751620254
136,SAUNDERS,HYDRO,830.9,0.001657609893710678
137,BRUCEB-G5,NUCLEAR,822.7,0.0016412512451026296
138,BRUCEB-G5,NUCLEAR,821.7,0.0016392562879553067
139,BRUCEB-G5,NUCLEAR,821.3,0.0016384583050963772
140,BRUCEB-G5,NUCLEAR,821.3,0.0016384583050963772
141,BRUCEB-G5,NUCLEAR,821.1,0.0016380593136669128
142,BRUCEB-G5,NUCLEAR,821.1,0.0016380593136669128
143,BRUCEB-G8,NUCLEAR,821.0,0.0016378598179521804
144,BRUCEB-G8,NUCLEAR,820.4,0.0016366628436637865
145,BRUCEB-G5,NUCLEAR,820.4,0.0016366628436637865
146,BRUCEB-G5,NUCLEAR,820.4,0.0016366628436637865
147,BRUCEB-G5,NUCLEAR,820.0,0.0016358648608048574
148,BRUCEB-G5,NUCLEAR,820.0,0.0016358648608048574
149,BRUCEB-G5,NUCLEAR,820.0,0.0016358648608048574
150,BRUCEB-G5,NUCLEAR,820.0,0.0016358648608048574
151,BRUCEB-G8,NUCLEAR,819.8,0.0016354658693753926
152,BRUCEB-G8,NUCLEAR,819.5,0.0016348673822311958
153,BRUCEB-G5,NUCLEAR,819.5,0.0016348673822311958
154,BRUCEB-G8,NUCLEAR,819.5,0.0016348673822311958
155,BRUCEB-G5,NUCLEAR,819.4,0.0016346678865164636
156,BRUCEB-G5,NUCLEAR,819.3,0.0016344683908017313
157,BRUCEB-G5,NUCLEAR,819.3,0.0016344683908017313
158,BRUCEB-G5,NUCLEAR,819.0,0.0016338699036575345
159,BRUCEB-G5,NUCLEAR,819.0,0.0016338699036575345
160,BRUCEB-G5,NUCLEAR,818.9,0.001633670407942802
161,BRUCEB-G5,NUCLEAR,818.7,0.0016332714165133377
162,BRUCEB-G5,NUCLEAR,818.5,0.0016328724250838729
163,BRUCEB-G5,NUCLEAR,818.3,0.0016324734336544081
164,BRUCEB-G5,NUCLEAR,818.0,0.0016318749465102113
165,BRUCEB-G8,NUCLEAR,818.0,0.0016318749465102113
166,BRUCEB-G5,NUCLEAR,817.8,0.0016314759550807468
167,BRUCEB-G8,NUCLEAR,817.8,0.0016314759550807468
168,BRUCEB-G5,NUCLEAR,817.8,0.0016314759550807468
169,BRUCEB-G5,NUCLEAR,817.6,0.0016310769636512822
170,BRUCEB-G8,NUCLEAR,817.6,0.0016310769636512822
171,BRUCEB-G5,NUCLEAR,817.5,0.00163087746793655
172,BRUCEB-G5,NUCLEAR,816.8,0.0016294809979334238
173,BRUCEB-G8,NUCLEAR,816.8,0.0016294809979334238
174,BRUCEB-G8,NUCLEAR,816.6,0.0016290820065039593
175,BRUCEB-G8,NUCLEAR,816.4,0.0016286830150744945
176,BRUCEB-G8,NUCLEAR,816.4,0.0016286830150744945
177,BRUCEB-G8,NUCLEAR,816.3,0.0016284835193597622
178,BRUCEB-G8,NUCLEAR,816.2,0.0016282840236450302
179,BRUCEB-G8,NUCLEAR,816.1,0.0016280845279302977
180,BRUCEB-G8,NUCLEAR,815.5,0.0016268875536419038
181,BRUCEB-G8,NUCLEAR,815.4,0.0016266880579271716
182,BRUCEB-G8,NUCLEAR,815.1,0.0016260895707829748
183,BRUCEB-G8,NUCLEAR,814.9,0.00162569057935351
184,BRUCEB-G8,NUCLEAR,814.8,0.0016254910836387777
185,BRUCEB-G8,NUCLEAR,814.5,0.001624892596494581
186,BRUCEB-G8,NUCLEAR,814.4,0.0016246931007798486
187,BRUCEB-G8,NUCLEAR,814.2,0.001624294109350384
188,BRUCEB-G8,NUCLEAR,813.4,0.0016226981436325257
189,BECK2,HYDRO,813.3,0.0016224986479177932
190,BRUCEB-G8,NUCLEAR,813.2,0.0016222991522030611
191,BRUCEB-G8,NUCLEAR,810.7,0.0016173117593347537
192,BRUCEB-G8,NUCLEAR,809.1,0.0016141198278990369
193,BRUCEB-G5,NUCLEAR,808.8,0.0016135213407548398
194,BRUCEB-G8,NUCLEAR,808.6,0.0016131223493253753
195,BRUCEB-G8,NUCLEAR,808.5,0.001612922853610643
196,BRUCEB-G8,NUCLEAR,808.0,0.0016119253750369815
197,BRUCEB-G8,NUCLEAR,805.6,0.0016071374778834063
198,SAUNDERS,HYDRO,803.3,0.0016025490764445633
199,BECK2,HYDRO,797.9,0.001591776307849019
200,BRUCEB-G6,NUCLEAR,792.4,0.0015808040435387426
201,BRUCEA-G4,NUCLEAR,792.2,0.0015804050521092783
202,BRUCEB-G6,NUCLEAR,791.9,0.0015798065649650812
203,BRUCEA-G4,NUCLEAR,791.3,0.0015786095906766874
204,BRUCEA-G4,NUCLEAR,790.4,0.0015768141292440967
205,SAUNDERS,HYDRO,790.3,0.0015766146335293642
206,BRUCEA-G2,NUCLEAR,789.3,0.0015746196763820413
207,BRUCEA-G4,NUCLEAR,788.6,0.0015732232063789154
208,BRUCEA-G4,NUCLEAR,788.4,0.0015728242149494506
209,BRUCEA-G2,NUCLEAR,787.1,0.0015702307706579309
210,BRUCEA-G4,NUCLEAR,787.0,0.0015700312749431986
211,BRUCEA-G2,NUCLEAR,786.8,0.0015696322835137338
212,BRUCEA-G4,NUCLEAR,786.7,0.0015694327877990018
213,BRUCEA-G2,NUCLEAR,786.5,0.001569033796369537
214,BRUCEA-G4,NUCLEAR,786.4,0.0015688343006548047
215,SAUNDERS,HYDRO,786.3,0.0015686348049400722
216,BRUCEA-G4,NUCLEAR,786.2,0.0015684353092253402
217,BRUCEA-G2,NUCLEAR,785.6,0.0015672383349369463
218,BRUCEA-G2,NUCLEAR,785.3,0.0015666398477927493
219,BRUCEA-G4,NUCLEAR,784.7,0.0015654428735043557
220,BRUCEA-G4,NUCLEAR,784.6,0.0015652433777896234
221,BRUCEA-G2,NUCLEAR,784.5,0.0015650438820748911
222,BRUCEA-G2,NUCLEAR,784.5,0.0015650438820748911
223,BRUCEA-G4,NUCLEAR,784.3,0.0015646448906454264
224,BRUCEA-G4,NUCLEAR,784.3,0.0015646448906454264
225,BRUCEA-G2,NUCLEAR,784.1,0.0015642458992159618
226,BRUCEA-G4,NUCLEAR,783.9,0.0015638469077864973
227,BRUCEA-G1,NUCLEAR,783.7,0.0015634479163570327
228,BRUCEA-G4,NUCLEAR,783.6,0.0015632484206423004
229,BRUCEA-G1,NUCLEAR,783.6,0.0015632484206423004
230,BRUCEA-G1,NUCLEAR,783.2,0.0015624504377833711
231,BRUCEA-G2,NUCLEAR,783.1,0.0015622509420686389
232,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
233,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
234,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
235,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
236,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
237,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
238,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
239,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
240,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
241,BRUCEA-G1,NUCLEAR,783.0,0.0015620514463539066
242,BRUCEA-G4,NUCLEAR,782.9,0.001561851950639174
243,BRUCEB-G6,NUCLEAR,782.9,0.001561851950639174
244,BRUCEA-G2,NUCLEAR,782.8,0.0015616524549244418
245,BRUCEA-G1,NUCLEAR,782.8,0.0015616524549244418
246,BRUCEA-G1,NUCLEAR,782.8,0.0015616524549244418
247,BRUCEA-G1,NUCLEAR,782.6,0.0015612534634949773
248,BRUCEA-G1,NUCLEAR,782.4,0.0015608544720655127
249,BRUCEA-G1,NUCLEAR,782.3,0.0015606549763507802
250,BRUCEA-G2,NUCLEAR,782.3,0.0015606549763507802
251,BRUCEA-G1,NUCLEAR,782.3,0.0015606549763507802
252,BRUCEA-G4,NUCLEAR,782.1,0.001560255984921316
253,BRUCEA-G1,NUCLEAR,782.1,0.001560255984921316
254,BRUCEA-G2,NUCLEAR,782.0,0.0015600564892065834
255,SAUNDERS,HYDRO,782.0,0.0015600564892065834
256,BRUCEA-G2,NUCLEAR,782.0,0.0015600564892065834
257,SAUNDERS,HYDRO,782.0,0.0015600564892065834
258,BRUCEA-G2,NUCLEAR,781.7,0.0015594580020623866
259,BRUCEA-G1,NUCLEAR,781.7,0.0015594580020623866
260,SAUNDERS,HYDRO,781.7,0.0015594580020623866
261,BRUCEA-G4,NUCLEAR,781.0,0.0015580615320592605
262,BRUCEA-G4,NUCLEAR,781.0,0.0015580615320592605
263,BRUCEA-G2,NUCLEAR,781.0,0.0015580615320592605
264,BRUCEA-G2,NUCLEAR,780.6,0.0015572635492003314
265,BRUCEA-G4,NUCLEAR,780.5,0.0015570640534855991
266,BRUCEA-G4,NUCLEAR,780.3,0.0015566650620561344
267,BRUCEA-G1,NUCLEAR,779.8,0.0015556675834824728
268,SAUNDERS,HYDRO,778.8,0.0015536726263351498
269,SAUNDERS,HYDRO,777.5,0.00155107918204363
270,BRUCEA-G4,NUCLEAR,777.2,0.0015504806948994333
271,BRUCEA-G1,NUCLEAR,776.7,0.0015494832163257717
272,BRUCEA-G4,NUCLEAR,776.5,0.0015490842248963071
273,BRUCEA-G1,NUCLEAR,776.1,0.0015482862420373778
274,BRUCEA-G2,NUCLEAR,775.0,0.0015460917891753226
275,BRUCEA-G2,NUCLEAR,773.6,0.0015432988491690704
276,BRUCEB-G6,NUCLEAR,773.0,0.0015421018748806765
277,BRUCEA-G2,NUCLEAR,773.0,0.0015421018748806765
278,BRUCEA-G4,NUCLEAR,772.9,0.0015419023791659442
279,BRUCEA-G1,NUCLEAR,771.9,0.0015399074220186213
280,SAUNDERS,HYDRO,771.0,0.0015381119605860306
281,SAUNDERS,HYDRO,770.9,0.0015379124648712981
282,BRUCEB-G6,NUCLEAR,770.6,0.0015373139777271013
283,BRUCEA-G2,NUCLEAR,770.4,0.0015369149862976368
284,BRUCEA-G2,NUCLEAR,769.8,0.001535718012009243
285,BRUCEA-G2,NUCLEAR,769.3,0.0015347205334355813
286,BRUCEA-G1,NUCLEAR,768.9,0.0015339225505766523
287,BRUCEA-G1,NUCLEAR,768.7,0.0015335235591471877
288,BRUCEA-G1,NUCLEAR,768.6,0.0015333240634324554
289,SAUNDERS,HYDRO,767.2,0.0015305311234262032
290,BRUCEB-G6,NUCLEAR,764.3,0.0015247457476989664
291,BRUCEA-G4,NUCLEAR,762.0,0.0015201573462601235
292,BRUCEA-G1,NUCLEAR,758.7,0.0015135739876739579
293,BRUCEA-G1,NUCLEAR,758.1,0.001512377013385564
294,BRUCEA-G4,NUCLEAR,755.1,0.001506392141943595
295,SAUNDERS,HYDRO,754.5,0.001505195167655201
296,SAUNDERS,HYDRO,751.2,0.0014986118090690352
297,BRUCEB-G5,NUCLEAR,750.1,0.00149641735620698
298,BRUCEA-G4,NUCLEAR,749.2,0.0014946218947743894
299,BRUCEA-G1,NUCLEAR,740.9,0.0014780637504516084
300,BRUCEB-G6,NUCLEAR,738.3,0.0014728768618685684
301,BRUCEA-G4,NUCLEAR,727.0,0.0014503338461038188
302,BRUCEB-G5,NUCLEAR,706.0,0.0014084397460100357
303,SAUNDERS,HYDRO,704.1,0.001404649327430122
304,SAUNDERS,HYDRO,694.0,0.0013845002602421597
305,BRUCEA-G3,NUCLEAR,668.2,0.0013330303658412265
306,BRUCEA-G2,NUCLEAR,660.2,0.0013170707086626425
307,BRUCEA-G3,NUCLEAR,658.8,0.0013142777686563903
308,BRUCEA-G3,NUCLEAR,655.5,0.0013076944100702244
309,BRUCEA-G3,NUCLEAR,655.4,0.0013074949143554921
310,BRUCEA-G3,NUCLEAR,655.1,0.0013068964272112953
311,BRUCEA-G3,NUCLEAR,654.7,0.0013060984443523662
312,SAUNDERS,HYDRO,654.6,0.0013058989486376337
313,BRUCEA-G3,NUCLEAR,654.3,0.0013053004614934367
314,BRUCEA-G3,NUCLEAR,654.1,0.0013049014700639724
315,BRUCEA-G3,NUCLEAR,647.1,0.0012909367700327113
316,BRUCEA-G3,NUCLEAR,645.7,0.001288143830026459
317,BRUCEA-G3,NUCLEAR,644.8,0.0012863483685938682
318,BRUCEA-G3,NUCLEAR,643.0,0.001282757445728687
319,BRUCEA-G3,NUCLEAR,642.3,0.0012813609757255607
320,BRUCEA-G3,NUCLEAR,637.9,0.0012725831642773397
321,BRUCEA-G3,NUCLEAR,631.6,0.0012600149342492047
322,BRUCEA-G2,NUCLEAR,613.2,0.0012233077227384618
323,BRUCEA-G3,NUCLEAR,573.6,0.001144307419704471
324,BRUCEA-G3,NUCLEAR,571.3,0.001139719018265628
325,BRUCEA-G3,NUCLEAR,551.2,0.001099620379604436
326,BRUCEA-G4,NUCLEAR,539.0,0.0010752819024070952
327,BRUCEA-G2,NUCLEAR,532.2,0.001061716193805299
328,PICKERINGB-G6,NUCLEAR,524.0,0.0010453575451972504
329,PICKERINGB-G6,NUCLEAR,523.8,0.0010449585537677857
330,BRUCEB-G6,NUCLEAR,523.7,0.0010447590580530536
331,PICKERINGB-G6,NUCLEAR,523.3,0.001043961075194124
332,PICKERINGB-G6,NUCLEAR,523.1,0.0010435620837646598
333,PICKERINGB-G6,NUCLEAR,523.1,0.0010435620837646598
334,PICKERINGB-G6,NUCLEAR,523.0,0.0010433625880499273
335,PICKERINGB-G6,NUCLEAR,523.0,0.0010433625880499273
336,PICKERINGB-G6,NUCLEAR,522.9,0.001043163092335195
337,PICKERINGB-G6,NUCLEAR,522.8,0.0010429635966204627
338,PICKERINGB-G6,NUCLEAR,522.8,0.0010429635966204627
339,PICKERINGB-G6,NUCLEAR,522.7,0.0010427641009057304
340,PICKERINGB-G8,NUCLEAR,522.7,0.0010427641009057304
341,PICKERINGB-G6,NUCLEAR,522.7,0.0010427641009057304
342,PICKERINGB-G6,NUCLEAR,522.7,0.0010427641009057304
343,PICKERINGB-G6,NUCLEAR,522.4,0.0010421656137615334
344,PICKERINGB-G6,NUCLEAR,522.4,0.0010421656137615334
345,PICKERINGB-G6,NUCLEAR,522.2,0.001041766622332069
346,PICKERINGB-G6,NUCLEAR,522.0,0.0010413676309026043
347,BRUCEA-G2,NUCLEAR,522.0,0.0010413676309026043
348,PICKERINGB-G6,NUCLEAR,521.9,0.001041168135187872
349,PICKERINGB-G6,NUCLEAR,521.9,0.001041168135187872
350,PICKERINGB-G6,NUCLEAR,521.8,0.0010409686394731396
351,PICKERINGB-G6,NUCLEAR,521.8,0.0010409686394731396
352,PICKERINGB-G6,NUCLEAR,521.5,0.0010403701523289427
353,PICKERINGB-G6,NUCLEAR,521.3,0.0010399711608994782
354,PICKERINGB-G6,NUCLEAR,521.1,0.0010395721694700137
355,PICKERINGB-G6,NUCLEAR,520.7,0.0010387741866110846
356,PICKERINGB-G6,NUCLEAR,520.6,0.0010385746908963523
357,PICKERINGB-G6,NUCLEAR,520.4,0.0010381756994668875
358,PICKERINGB-G6,NUCLEAR,520.4,0.0010381756994668875
359,PICKERINGB-G6,NUCLEAR,520.0,0.0010373777166079584
360,PICKERINGA-G1,NUCLEAR,519.5,0.0010363802380342969
361,PICKERINGA-G1,NUCLEAR,519.4,0.0010361807423195646
362,PICKERINGA-G1,NUCLEAR,519.4,0.0010361807423195646
363,PICKERINGA-G1,NUCLEAR,519.3,0.001035981246604832
364,PICKERINGA-G1,NUCLEAR,518.9,0.001035183263745903
365,PICKERINGA-G1,NUCLEAR,518.8,0.0010349837680311707
366,PICKERINGA-G1,NUCLEAR,518.6,0.0010345847766017062
367,PICKERINGB-G8,NUCLEAR,518.6,0.0010345847766017062
368,PICKERINGA-G1,NUCLEAR,518.6,0.0010345847766017062
369,PICKERINGB-G8,NUCLEAR,518.6,0.0010345847766017062
370,PICKERINGA-G1,NUCLEAR,518.5,0.001034385280886974
371,PICKERINGB-G8,NUCLEAR,518.5,0.001034385280886974
372,PICKERINGA-G1,NUCLEAR,518.4,0.0010341857851722414
373,PICKERINGA-G1,NUCLEAR,518.4,0.0010341857851722414
374,PICKERINGB-G8,NUCLEAR,518.3,0.0010339862894575092
375,PICKERINGA-G1,NUCLEAR,518.2,0.001033786793742777
376,PICKERINGA-G1,NUCLEAR,518.2,0.001033786793742777
377,PICKERINGB-G6,NUCLEAR,518.1,0.0010335872980280446
378,PICKERINGB-G8,NUCLEAR,517.8,0.0010329888108838476
379,PICKERINGB-G8,NUCLEAR,517.7,0.0010327893151691155
380,PICKERINGA-G1,NUCLEAR,517.7,0.0010327893151691155
381,PICKERINGB-G8,NUCLEAR,517.7,0.0010327893151691155
382,PICKERINGB-G8,NUCLEAR,517.7,0.0010327893151691155
383,PICKERINGA-G1,NUCLEAR,517.6,0.0010325898194543832
384,PICKERINGB-G8,NUCLEAR,517.5,0.0010323903237396508
385,PICKERINGB-G8,NUCLEAR,517.4,0.0010321908280249185
386,PICKERINGB-G8,NUCLEAR,517.4,0.0010321908280249185
387,PICKERINGB-G8,NUCLEAR,517.1,0.0010315923408807217
388,PICKERINGB-G8,NUCLEAR,517.1,0.0010315923408807217
389,PICKERINGB-G8,NUCLEAR,517.0,0.0010313928451659894
390,PICKERINGB-G8,NUCLEAR,517.0,0.0010313928451659894
391,PICKERINGB-G8,NUCLEAR,516.9,0.0010311933494512571
392,PICKERINGB-G8,NUCLEAR,516.9,0.0010311933494512571
393,PICKERINGB-G8,NUCLEAR,516.8,0.0010309938537365246
394,PICKERINGB-G8,NUCLEAR,516.7,0.0010307943580217926
395,PICKERINGB-G8,NUCLEAR,516.6,0.0010305948623070603
396,PICKERINGB-G8,NUCLEAR,516.4,0.0010301958708775955
397,PICKERINGB-G6,NUCLEAR,516.0,0.0010293978880186665
398,PICKERINGB-G8,NUCLEAR,515.7,0.0010287994008744696
399,PICKERINGB-G8,NUCLEAR,515.5,0.0010284004094450049
400,PICKERINGB-G8,NUCLEAR,515.1,0.0010276024265860758
401,PICKERINGB-G8,NUCLEAR,514.5,0.001026405452297682
402,PICKERINGB-G8,NUCLEAR,514.3,0.0010260064608682172
403,PICKERINGB-G8,NUCLEAR,514.2,0.0010258069651534851
404,PICKERINGA-G4,NUCLEAR,514.2,0.0010258069651534851
405,PICKERINGB-G8,NUCLEAR,514.1,0.0010256074694387526
406,PICKERINGA-G4,NUCLEAR,514.0,0.0010254079737240203
407,PICKERINGB-G8,NUCLEAR,513.6,0.0010246099908650913
408,PICKERINGA-G4,NUCLEAR,513.3,0.0010240115037208942
409,PICKERINGB-G8,NUCLEAR,513.1,0.0010236125122914297
410,PICKERINGA-G4,NUCLEAR,512.6,0.0010226150337177683
411,PICKERINGA-G4,NUCLEAR,512.3,0.0010220165465735713
412,PICKERINGB-G5,NUCLEAR,512.1,0.0010216175551441067
413,PICKERINGB-G5,NUCLEAR,511.9,0.001021218563714642
414,PICKERINGB-G5,NUCLEAR,511.7,0.0010208195722851774
415,PICKERINGA-G4,NUCLEAR,511.5,0.0010204205808557129
416,PICKERINGB-G5,NUCLEAR,511.5,0.0010204205808557129
